twitter14,IRS14
3,304
3,28
3,332
3,0
3,25
3,51
3,0
3,61
3,242
3,52
3,54
3,63
3,0
3,92
3,0
3,27
3,60
3,26
3,99
3,23
3,51
3,239
3,0
3,29
3,29
3,89
3,0
3,0
3,53
3,55
3,160
3,79
3,0
3,46
3,0
3,168
3,185
3,31
3,0
3,87
3,192
3,29
3,70
3,98
3,91
3,31
3,34
3,44
3,22
3,143
3,270
3,127
3,0
3,59
3,40
3,64
3,54
3,0
3,0
3,56
3,23
3,130
3,65
3,0
3,0
3,20
3,60
3,0
3,42
3,26
3,31
3,39
3,43
3,34
3,44
3,214
3,65
3,52
3,53
3,0
3,31
3,0
3,26
3,25
3,50
3,0
3,0
3,55
3,52
3,154
3,0
3,26
3,68
3,0
3,36
3,37
3,0
3,117
3,0
3,55
3,118
3,109
3,59
3,41
3,395
3,178
3,81
3,30
3,0
3,63
3,102
3,41
3,30
3,0
3,23
3,0
3,20
3,0
3,0
3,305
3,28
3,124
3,0
3,25
3,74
3,64
3,118
3,88
3,0
3,61
3,36
3,39
3,32
3,0
3,41
3,140
3,40
3,152
3,269
3,25
3,93
3,296
3,0
3,0
3,39
3,70
3,855
3,24
3,107
3,123
3,0
3,48
3,0
3,74
3,0
3,158
3,0
3,181
3,68
3,50
3,104
3,165
3,132
3,0
3,52
3,57
3,85
3,0
3,37
3,451
3,77
3,87
3,27
3,139
3,0
3,98
3,89
3,50
3,89
3,0
3,137
3,109
3,0
3,0
3,174
3,210
3,40
3,39
3,103
3,27
3,0
3,188
3,109
3,34
3,0
3,120
3,21
3,159
3,58
3,55
3,31
3,33
3,0
3,80
3,386
3,235
3,83
3,51
3,616
3,48
3,40
3,0
3,216
3,0
3,164
3,63
3,23
3,0
3,55
3,56
3,29
3,109
3,0
3,236
3,48
3,191
3,25
3,0
3,116
3,0
3,34
3,33
3,0
3,0
3,0
3,44
3,185
3,55
3,137
3,249
3,219
3,98
3,71
3,55
3,0
3,33
3,63
3,38
3,29
3,99
3,56
3,104
3,23
3,0
3,68
3,102
3,161
3,0
3,47
3,87
3,60
3,0
3,70
3,30
3,31
3,25
3,35
3,0
3,81
3,21
3,0
3,91
3,43
3,60
3,0
3,188
3,43
3,60
3,24
3,129
3,59
3,0
3,82
3,76
3,150
3,119
3,98
3,68
3,201
3,25
3,59
3,20
3,39
3,114
3,42
3,149
3,331
3,47
3,44
3,57
3,99
3,118
3,0
3,58
3,50
3,28
3,0
3,56
3,27
3,138
3,21
3,48
3,0
3,109
3,0
3,48
3,128
3,0
3,99
3,104
3,131
3,66
3,326
3,76
3,69
3,39
3,94
3,0
3,20
3,0
3,84
3,60
3,0
3,307
3,54
3,64
3,161
3,0
3,90
3,21
3,0
3,70
3,0
3,32
3,0
3,80
3,111
3,20
3,29
3,0
3,108
3,63
3,53
3,109
3,103
3,163
3,23
3,77
3,86
3,0
3,52
3,81
3,23
3,36
3,68
3,95
3,92
3,67
3,0
3,40
3,0
3,66
3,105
3,51
3,44
3,0
3,29
3,72
3,53
3,0
3,0
3,0
3,0
3,40
3,223
3,33
3,160
3,0
3,0
3,36
3,52
3,57
3,40
3,33
3,27
3,28
3,38
3,38
3,181
3,31
3,0
3,72
3,91
3,23
3,36
3,56
3,99
3,50
3,45
3,0
3,0
3,28
3,0
3,153
3,27
3,0
3,95
3,0
3,44
3,44
3,67
3,0
3,59
3,0
3,0
3,31
3,53
3,49
3,56
3,189
3,0
3,47
3,205
3,244
3,97
3,23
3,0
3,0
3,170
3,0
3,113
3,27
3,0
3,36
3,131
3,44
3,54
3,31
3,0
3,80
3,182
3,84
3,0
3,34
3,51
3,20
3,54
3,74
3,390
3,91
3,27
3,0
3,135
3,159
3,42
3,0
3,64
3,0
3,0
3,43
3,45
3,21
3,92
3,22
3,133
3,21
3,56
3,29
3,0
3,125
3,38
3,443
3,342
3,100
3,210
3,0
3,0
3,0
3,158
3,28
3,66
3,58
3,172
3,0
3,56
3,0
3,0
3,55
3,0
3,68
3,160
3,36
3,51
3,190
3,0
3,81
3,0
3,94
3,46
3,105
3,36
3,22
3,125
3,220
3,0
3,0
3,63
3,57
3,38
3,87
3,40
3,45
3,26
3,28
3,25
3,0
3,44
3,120
3,96
3,20
3,149
3,0
3,0
3,234
3,83
3,0
3,0
3,108
3,101
3,26
3,158
3,0
3,60
3,54
3,126
3,61
3,32
3,124
3,46
3,64
3,241
3,36
3,0
3,35
3,28
3,0
3,26
3,53
3,0
3,76
3,52
3,296
3,61
3,56
3,25
3,64
3,52
3,0
3,85
3,109
3,20
3,0
3,95
3,126
3,24
3,47
3,58
3,320
3,0
3,79
3,61
3,147
3,72
3,70
3,51
3,0
3,99
3,30
3,48
3,0
3,82
3,59
3,81
3,0
3,954
3,93
3,131
3,74
3,37
3,41
3,30
3,0
3,29
3,24
3,0
3,34
3,302
3,73
3,346
3,31
3,0
3,79
3,43
3,0
3,63
3,0
3,77
3,136
3,66
3,65
3,154
3,609
3,0
3,0
3,68
3,0
3,116
3,277
3,77
3,42
3,0
3,85
3,75
3,81
3,77
3,0
3,24
3,125
3,24
3,74
3,83
3,0
3,26
3,52
3,45
3,98
3,0
3,0
3,0
3,24
3,0
3,270
3,23
3,91
3,154
3,209
3,0
3,175
3,0
3,0
3,57
3,0
3,76
3,70
3,53
3,22
3,0
3,29
3,60
3,169
3,0
3,121
3,0
3,69
3,0
3,57
3,0
3,40
3,25
3,0
3,0
3,0
3,55
3,0
3,67
3,30
3,0
3,62
3,0
3,235
3,46
3,42
3,0
3,44
3,0
3,73
3,93
3,49
3,50
3,243
3,113
3,36
3,24
3,0
3,48
3,0
3,63
3,0
3,0
3,25
3,0
3,87
3,64
3,209
3,0
3,49
3,60
3,88
3,0
3,270
3,716
3,0
3,0
3,0
3,37
3,0
3,60
3,134
3,0
3,0
3,43
3,170
3,0
3,69
3,72
3,31
3,27
3,141
3,114
3,32
3,74
3,58
3,0
3,67
3,48
3,93
3,0
3,0
3,80
3,0
3,90
3,65
3,41
3,126
3,116
3,30
3,43
3,52
3,30
3,0
3,128
3,64
3,52
3,75
3,46
3,323
3,76
3,0
3,0
3,78
3,0
3,30
3,92
3,134
3,0
3,620
3,107
3,0
3,88
3,0
3,31
3,0
3,0
3,25
3,0
3,52
3,64
3,81
3,53
3,43
3,170
3,69
3,119
3,33
3,0
3,0
3,134
3,51
3,0
3,34
3,48
3,0
3,123
3,97
3,0
3,23
3,0
3,68
3,136
3,0
3,53
3,244
3,73
3,62
3,84
3,73
3,23
3,68
3,188
3,93
3,82
3,0
3,38
3,0
3,66
3,45
3,45
3,36
3,34
3,92
3,129
3,87
3,71
3,53
3,100
3,0
3,0
3,0
3,61
3,226
3,0
3,0
3,209
3,0
3,0
3,427
3,54
3,147
3,96
3,146
3,0
3,119
3,0
3,84
3,154
3,33
3,158
3,0
3,196
3,135
3,24
3,188
3,71
3,24
3,28
3,137
3,39
3,42
3,0
3,39
3,0
3,143
3,187
3,98
3,41
3,27
3,0
3,64
3,35
3,97
3,160
3,197
3,28
3,22
3,148
3,34
3,79
3,28
3,94
3,183
3,131
3,0
3,0
3,204
3,61
3,38
3,64
3,26
3,47
3,69
3,84
3,0
3,42
3,50
3,104
3,116
3,20
3,25
3,0
3,55
3,154
3,0
3,0
3,0
3,85
3,223
3,0
3,101
3,25
3,0
3,117
3,124
3,20
3,0
3,0
3,222
3,90
3,124
3,260
3,51
3,22
3,0
3,242
3,24
3,35
3,180
3,84
3,0
3,61
3,37
3,81
3,0
3,0
3,236
3,0
3,50
3,0
3,23
3,0
3,0
3,92
3,0
3,149
3,0
3,55
3,34
3,21
3,43
3,23
3,230
3,26
3,22
3,0
3,0
3,0
3,37
3,44
3,49
3,26
3,127
3,34
3,67
3,34
3,29
3,185
3,69
3,0
3,21
3,30
3,0
3,138
3,32
3,30
3,37
3,120
3,0
3,21
3,69
3,48
3,0
3,26
3,53
3,49
3,0
3,0
3,332
3,0
3,48
3,112
3,0
3,0
3,49
3,72
3,47
3,288
3,31
3,53
3,0
3,0
3,0
3,0
3,214
3,0
3,125
3,96
3,21
3,441
3,25
3,39
3,156
3,93
3,104
3,37
3,22
3,34
3,85
3,53
3,21
3,143
3,87
3,100
3,68
3,235
3,50
3,38
3,107
3,132
3,0
3,160
3,56
3,0
3,0
3,103
3,299
3,0
3,0
3,63
3,71
3,260
3,69
3,70
3,78
3,61
3,0
3,87
3,0
3,0
3,24
3,116
3,0
3,58
3,59
3,36
3,23
3,0
3,24
3,0
3,64
3,238
3,29
3,67
3,133
3,0
3,57
3,21
3,114
3,0
3,0
3,40
3,68
3,29
3,0
3,45
3,32
3,432
3,167
3,69
3,146
3,0
3,68
3,0
3,115
3,27
3,50
3,70
3,84
3,33
3,132
3,0
3,72
3,26
3,118
3,36
3,73
3,35
3,26
3,31
3,104
3,0
3,0
3,84
3,0
3,46
3,96
3,24
3,0
3,0
3,0
3,22
3,0
3,45
3,22
3,55
3,72
3,21
3,0
3,0
3,133
3,43
3,0
3,0
3,70
3,0
3,71
3,69
3,23
3,23
3,33
3,0
3,20
3,54
3,58
3,105
3,0
3,0
3,0
3,0
3,0
3,81
3,43
3,0
3,140
3,51
3,247
3,49
3,78
3,0
3,142
3,22
3,66
3,40
3,0
3,0
3,0
3,32
3,59
3,61
3,138
3,0
3,0
3,0
3,26
3,54
3,50
3,22
3,37
3,0
3,25
3,71
3,27
3,161
3,22
3,24
3,64
3,72
3,0
3,0
3,32
3,79
3,83
3,0
3,0
3,0
3,679
3,76
3,391
3,27
3,94
3,146
3,0
3,25
3,74
3,59
3,31
3,53
3,48
3,0
3,0
3,24
3,63
3,0
3,46
3,130
3,101
3,84
3,0
3,0
3,0
3,23
3,58
3,0
3,130
3,394
3,0
3,54
3,83
3,23
3,0
3,26
3,196
3,0
3,135
3,71
3,37
3,21
3,39
3,59
3,0
3,0
3,116
3,44
3,104
3,54
3,0
3,32
3,147
3,0
3,43
3,0
3,0
3,66
3,0
3,33
3,87
3,47
3,30
3,61
3,0
3,27
3,47
3,91
3,62
3,0
3,313
3,0
3,29
3,0
3,167
3,0
3,38
3,108
3,134
3,30
3,161
3,110
3,0
3,36
3,0
3,141
3,43
3,117
3,47
3,234
3,47
3,74
3,0
3,0
3,72
3,235
3,37
3,45
3,0
3,39
3,49
3,103
3,132
3,92
3,0
3,269
3,24
3,56
3,73
3,30
3,0
3,39
3,0
3,0
3,0
3,0
3,31
3,30
3,51
3,0
3,0
3,59
3,150
3,36
3,27
3,0
3,84
3,69
3,52
3,96
3,0
3,20
3,0
3,99
3,20
3,48
3,539
3,60
3,68
3,25
3,64
3,166
3,0
3,0
3,26
3,56
3,121
3,0
3,240
3,24
3,23
3,44
3,81
3,22
3,50
3,164
3,119
3,35
3,0
3,186
3,0
3,120
3,125
3,118
3,0
3,40
3,49
3,33
3,41
3,103
3,0
3,106
3,144
3,34
3,0
3,69
3,0
3,0
3,73
3,44
3,94
3,93
3,26
3,0
3,292
3,54
3,30
3,47
3,0
3,118
3,20
3,63
3,0
3,0
3,22
3,158
3,99
3,469
3,46
3,151
3,43
3,0
3,38
3,36
3,71
3,26
3,106
3,20
3,36
3,54
3,0
3,62
3,199
3,0
3,0
3,0
3,163
3,78
3,35
3,0
3,50
3,283
3,45
3,0
3,0
3,274
3,62
3,0
3,183
3,95
3,133
3,124
3,212
3,51
3,104
3,78
3,108
3,0
3,0
3,0
3,66
3,0
3,0
3,0
3,0
3,91
3,0
3,95
3,54
3,47
3,46
3,0
3,131
3,149
3,0
3,25
3,64
3,28
3,0
3,0
3,0
3,0
3,34
3,26
3,88
3,21
3,30
3,76
3,109
3,146
3,0
3,73
3,0
3,87
3,50
3,165
3,76
3,77
3,36
3,105
3,0
3,241
3,45
3,79
3,144
3,26
3,46
3,21
3,53
3,0
3,120
3,84
3,170
3,203
3,63
3,21
3,32
3,0
3,0
3,56
3,159
3,82
3,0
3,0
3,42
3,51
3,37
3,29
3,0
3,0
3,80
3,127
3,151
3,0
3,0
3,0
3,0
3,48
3,155
3,0
3,166
3,56
3,0
3,154
3,26
3,129
3,32
3,0
3,76
3,33
3,181
3,52
3,59
3,0
3,26
3,26
3,22
3,0
3,0
3,43
3,85
3,23
3,78
3,0
3,28
3,24
3,134
3,52
3,65
3,97
3,135
3,92
3,36
3,33
3,0
3,43
3,0
3,91
3,38
3,76
3,177
3,552
3,170
3,242
3,153
3,36
3,0
3,0
3,48
3,84
3,48
3,51
3,24
3,134
3,26
3,35
3,0
3,0
3,23
3,55
3,0
3,44
3,0
3,31
3,98
3,55
3,89
3,57
3,32
3,69
3,36
3,49
3,192
3,80
3,0
3,0
3,38
3,0
3,93
3,127
3,0
3,0
3,24
3,276
3,68
3,39
3,35
3,0
3,28
3,156
3,208
3,209
3,0
3,68
3,0
3,0
3,29
3,27
3,22
3,94
3,21
3,31
3,0
3,89
3,85
3,40
3,73
3,89
3,35
3,53
3,143
3,36
3,0
3,170
3,53
3,60
3,67
3,105
3,22
3,46
3,279
3,35
3,0
3,54
3,0
3,42
3,0
3,0
3,23
3,116
3,0
3,157
3,32
3,81
3,0
3,1036
3,0
3,382
3,68
3,47
3,29
3,0
3,139
3,0
3,24
3,97
3,185
3,47
3,98
3,25
3,38
3,229
3,58
3,0
3,26
3,70
3,24
3,40
3,165
3,0
3,37
3,0
3,31
3,56
3,0
3,0
3,138
3,286
3,0
3,44
3,223
3,350
3,112
3,142
3,0
3,0
3,57
3,34
3,91
3,0
3,28
3,84
3,104
3,42
3,0
3,31
3,159
3,0
3,170
3,0
3,109
3,69
3,106
3,109
3,57
3,21
3,0
3,0
3,43
3,69
3,23
3,104
3,0
3,0
3,123
3,377
3,92
3,27
3,27
3,24
3,206
3,0
3,0
3,48
3,33
3,0
3,41
3,307
3,91
3,90
3,58
3,89
3,42
3,32
3,0
3,0
3,0
3,21
3,38
3,0
3,77
3,48
3,0
3,0
3,188
3,0
3,20
3,28
3,105
3,23
3,227
3,216
3,0
3,101
3,0
3,112
3,262
3,101
3,0
3,74
3,206
3,72
3,257
3,106
3,125
3,0
3,27
3,0
3,30
3,40
3,120
3,103
3,35
3,226
3,43
3,0
3,142
3,62
3,31
3,37
3,47
3,83
3,0
3,0
3,0
3,30
3,114
3,0
3,20
3,106
3,0
3,48
3,52
3,0
3,107
3,102
3,264
3,83
3,118
3,0
3,54
3,252
3,0
3,99
3,28
3,51
3,77
3,0
3,128
3,195
3,54
3,176
3,0
3,0
3,27
3,0
3,81
3,177
3,77
3,170
3,0
3,0
3,0
3,95
3,30
3,44
3,22
3,0
3,147
3,120
3,129
3,23
3,31
3,52
3,46
3,20
3,45
3,42
3,28
3,77
3,59
3,46
3,102
3,72
3,22
3,84
3,74
3,311
3,156
3,66
3,25
3,0
3,0
3,40
3,32
3,294
3,0
3,34
3,181
3,65
3,0
3,30
3,116
3,30
3,44
3,0
3,79
3,31
3,41
3,72
3,66
3,112
3,43
3,116
3,0
3,42
3,0
3,59
3,61
3,35
3,0
3,195
3,47
3,52
3,28
3,23
3,0
3,27
3,60
3,0
3,207
3,98
3,44
3,0
3,39
3,38
3,33
3,103
3,0
3,70
3,41
3,67
3,22
3,53
3,0
3,24
3,60
3,0
3,27
3,88
3,27
3,89
3,37
3,42
3,104
3,23
3,80
3,155
3,24
3,37
3,195
3,0
3,28
3,20
3,94
3,0
3,36
3,0
3,180
3,23
3,0
3,106
3,124
3,0
3,0
3,91
3,86
3,279
3,117
3,42
3,23
3,46
3,0
3,22
3,0
3,77
3,81
3,76
3,0
3,31
3,86
3,30
3,176
3,157
3,250
3,219
3,29
3,185
3,0
3,129
3,381
3,160
3,0
3,58
3,0
3,0
3,0
3,50
3,155
3,0
3,87
3,0
3,0
3,109
3,0
3,46
3,134
3,61
3,35
3,34
3,33
3,28
3,73
3,77
3,39
3,29
3,167
3,52
3,45
3,0
3,95
3,147
3,147
3,37
3,116
3,68
3,0
3,62
3,31
3,99
3,73
3,83
3,0
3,38
3,51
3,26
3,107
3,230
3,31
3,59
3,143
3,20
3,154
3,0
3,209
3,0
3,309
3,59
3,0
3,61
3,61
3,74
3,226
3,0
3,30
3,0
3,63
3,36
3,87
3,36
3,145
3,42
3,71
3,0
3,325
3,49
3,0
3,45
3,30
3,247
3,0
3,35
3,0
3,281
3,58
3,69
3,27
3,0
3,90
3,66
3,21
3,64
3,112
3,53
3,0
3,0
3,0
3,46
3,0
3,49
3,41
3,219
3,0
3,43
3,33
3,115
3,0
3,36
3,92
3,146
3,0
3,0
3,0
3,0
3,95
3,289
3,61
3,31
3,180
3,127
3,248
3,42
3,39
3,33
3,182
3,23
3,89
3,0
3,0
3,187
3,0
3,70
3,174
3,118
3,57
3,68
3,45
3,0
3,116
3,61
3,77
3,41
3,194
3,119
3,0
3,88
3,88
3,63
3,100
3,87
3,0
3,119
3,85
3,94
3,598
3,0
3,49
3,104
3,27
3,107
3,0
3,80
3,0
3,0
3,36
3,219
3,68
3,47
3,24
3,40
3,0
3,22
3,80
3,45
3,0
3,47
3,32
3,25
3,228
3,128
3,54
3,51
3,0
3,21
3,0
3,0
3,148
3,85
3,131
3,29
3,117
3,61
3,0
3,0
3,21
3,24
3,249
3,0
3,104
3,34
3,111
3,25
3,0
3,78
3,0
3,0
3,0
3,20
3,28
3,114
3,111
3,0
3,32
3,0
3,76
3,23
3,0
3,67
3,0
3,52
3,29
3,325
3,29
3,42
3,0
3,103
3,0
3,0
3,0
3,0
3,0
3,0
3,37
3,94
3,0
3,0
3,98
3,53
3,89
3,60
3,23
3,187
3,46
3,53
3,181
3,55
3,0
3,0
3,108
3,33
3,0
3,54
3,132
3,67
3,35
3,187
3,27
3,132
3,102
3,46
3,0
3,0
3,0
3,62
3,0
3,377
3,109
3,0
3,0
3,0
3,47
3,85
3,137
3,0
3,36
3,66
3,140
3,28
3,61
3,0
3,80
3,370
3,0
3,81
3,37
3,0
3,66
3,56
3,38
3,62
3,125
3,101
3,0
3,27
3,0
3,0
3,151
3,0
3,0
3,0
3,31
3,64
3,29
3,0
3,94
3,0
3,41
3,0
3,0
3,43
3,26
3,0
3,0
3,70
3,37
3,57
3,111
3,203
3,60
3,145
3,91
3,216
3,104
3,69
3,0
3,36
3,0
3,185
3,0
3,47
3,0
3,63
3,430
3,290
3,31
3,0
3,42
3,79
3,0
3,29
3,24
3,30
3,23
3,41
3,0
3,22
3,59
3,78
3,22
3,57
3,145
3,161
3,73
3,35
3,0
3,25
3,27
3,66
3,59
3,101
3,20
3,52
3,194
3,0
3,52
3,42
3,54
3,0
3,37
3,20
3,20
3,0
3,64
3,56
3,87
3,41
3,0
3,0
3,0
3,41
3,61
3,0
3,0
3,96
3,53
3,0
3,40
3,0
3,156
3,62
3,0
3,31
3,34
3,120
3,95
3,140
3,0
3,96
3,0
3,361
3,0
3,213
3,160
3,73
3,59
3,46
3,0
3,0
3,127
3,44
3,0
3,144
3,103
3,0
3,249
3,0
3,0
3,69
3,102
3,0
3,101
3,116
3,25
3,0
3,0
3,109
3,28
3,0
3,30
3,30
3,21
3,54
3,0
3,100
3,34
3,0
3,0
3,0
3,0
3,37
3,22
3,0
3,58
3,69
3,114
3,37
3,149
3,79
3,32
3,0
3,50
3,67
3,74
3,28
3,30
3,0
3,49
3,97
3,51
3,76
3,58
3,36
3,34
3,177
3,94
3,70
3,0
3,26
3,28
3,0
3,24
3,47
3,68
3,33
3,80
3,0
3,32
3,87
3,0
3,68
3,49
3,75
3,25
3,20
3,30
3,24
3,0
3,0
3,0
3,40
3,52
3,247
3,35
3,160
3,65
3,188
3,60
3,44
3,0
3,36
3,51
3,0
3,101
3,80
3,33
3,0
3,76
3,66
3,38
3,20
3,37
3,96
3,38
3,0
3,0
3,73
3,0
3,0
3,445
3,0
3,39
3,0
3,0
3,76
3,274
3,0
3,94
3,33
3,0
3,155
3,87
3,33
3,0
3,0
3,47
3,0
3,0
3,397
3,27
3,0
3,23
3,136
3,0
3,267
3,57
3,40
3,65
3,0
3,0
3,101
3,40
3,172
3,0
3,27
3,234
3,60
3,30
3,0
3,65
3,0
3,305
3,32
3,55
3,48
3,0
3,101
3,433
3,32
3,133
3,146
3,0
3,220
3,0
3,198
3,39
3,359
3,33
3,72
3,25
3,48
3,27
3,116
3,70
3,58
3,0
3,66
3,0
3,97
3,61
3,48
3,0
3,0
3,84
3,241
3,39
3,61
3,125
3,201
3,0
3,0
3,0
3,0
3,0
3,22
3,32
3,183
3,0
3,42
3,121
3,188
3,45
3,29
3,0
3,131
3,41
3,87
3,0
3,0
3,0
3,76
3,40
3,0
3,32
3,0
3,144
3,69
3,0
3,103
3,56
3,66
3,303
3,0
3,127
3,52
3,114
3,63
3,83
3,71
3,45
3,0
3,143
3,44
3,0
3,70
3,90
3,51
3,20
3,0
3,0
3,32
3,54
3,76
3,33
3,85
3,43
3,0
3,22
3,54
3,60
3,0
3,147
3,21
3,0
3,0
3,147
3,38
3,68
3,0
3,75
3,35
3,135
3,0
3,0
3,34
3,0
3,43
3,38
3,203
3,0
3,38
3,76
3,30
3,0
3,0
3,33
3,25
3,51
3,169
3,105
3,91
3,160
3,0
3,0
3,58
3,0
3,44
3,47
3,0
3,24
3,55
3,30
3,0
3,44
3,34
3,80
3,75
3,56
3,184
3,0
3,60
3,26
3,29
3,0
3,402
3,31
3,195
3,200
3,0
3,42
3,179
3,228
3,49
3,34
3,220
3,0
3,83
3,51
3,54
3,53
3,0
3,553
3,32
3,45
3,157
3,0
3,44
3,22
3,44
3,70
3,52
3,0
3,0
3,50
3,69
3,132
3,50
3,86
3,310
3,568
3,200
3,0
3,88
3,150
3,114
3,63
3,31
3,0
3,0
3,0
3,0
3,177
3,42
3,150
3,0
3,0
3,0
3,64
3,66
3,21
3,0
3,0
3,87
3,24
3,39
3,40
3,34
3,169
3,120
3,0
3,31
3,0
3,462
3,56
3,0
3,81
3,37
3,57
3,126
3,0
3,37
3,48
3,0
3,0
3,0
3,47
3,0
3,55
3,94
3,270
3,219
3,225
3,60
3,50
3,44
3,0
3,62
3,68
3,50
3,0
3,0
3,58
3,74
3,30
3,47
3,68
3,46
3,0
3,91
3,54
3,48
3,24
3,28
3,23
3,40
3,46
3,114
3,41
3,209
3,0
3,61
3,109
3,84
3,67
3,0
3,138
3,0
3,48
3,0
3,168
3,113
3,21
3,52
3,133
3,52
3,155
3,60
3,28
3,0
3,101
3,65
3,233
3,0
3,408
3,100
3,189
3,0
3,186
3,175
3,26
3,24
3,30
3,82
3,108
3,84
3,80
3,44
3,0
3,0
3,23
3,33
3,60
3,26
3,0
3,77
3,0
3,190
3,69
3,0
3,141
3,0
3,180
3,99
3,0
3,172
3,44
3,269
3,224
3,0
3,92
3,59
3,83
3,107
3,66
3,340
3,0
3,66
3,0
3,25
3,87
3,0
3,0
3,0
3,0
3,201
3,102
3,140
3,146
3,0
3,31
3,43
3,61
3,79
3,0
3,75
3,35
3,203
3,171
3,68
3,158
3,156
3,0
3,39
3,182
3,30
3,42
3,0
3,0
3,0
3,41
3,33
3,0
3,0
3,27
3,112
3,73
3,0
3,356
3,0
3,28
3,27
3,107
3,0
3,0
3,0
3,43
3,59
3,47
3,29
3,30
3,39
3,0
3,0
3,0
3,0
3,145
3,126
3,0
3,0
3,0
3,0
3,119
3,86
3,49
3,0
3,0
3,240
3,22
3,48
3,0
3,23
3,60
3,115
3,193
3,24
3,30
3,47
3,151
3,98
3,0
3,140
3,50
3,77
3,0
3,27
3,65
3,0
3,393
3,121
3,37
3,111
3,53
3,41
3,34
3,0
3,0
3,49
3,31
3,22
3,24
3,39
3,68
3,0
3,135
3,0
3,0
3,0
3,0
3,0
3,166
3,0
3,56
3,24
3,64
3,34
3,190
3,23
3,106
3,33
3,23
3,157
3,60
3,81
3,96
3,22
3,29
3,0
3,44
3,59
3,1224
3,0
3,64
3,93
3,90
3,29
3,92
3,47
3,55
3,59
3,53
3,0
3,116
3,163
3,32
3,87
3,264
3,94
3,189
3,23
3,27
3,28
3,0
3,137
3,33
3,64
3,0
3,44
3,185
3,326
3,45
3,170
3,163
3,29
3,0
3,155
3,43
3,0
3,0
3,155
3,0
3,46
3,123
3,50
3,67
3,0
3,61
3,0
3,352
3,0
3,0
3,35
3,0
3,33
3,46
3,136
3,20
3,56
3,24
3,52
3,0
3,30
3,29
3,33
3,113
3,66
3,39
3,148
3,59
3,32
3,49
3,54
3,112
3,0
3,0
3,78
3,0
3,212
3,59
3,0
3,71
3,103
3,102
3,407
3,0
3,35
3,70
3,163
3,99
3,0
3,103
3,119
3,0
3,53
3,77
3,76
3,0
3,61
3,22
3,0
3,365
3,0
3,167
3,0
3,97
3,96
3,65
3,127
3,57
3,148
3,0
3,60
3,85
3,99
3,61
3,39
3,130
3,173
3,0
3,211
3,22
3,41
3,0
3,0
3,167
3,146
3,131
3,0
3,30
3,0
3,0
3,68
3,32
3,120
3,0
3,57
3,70
3,48
3,252
3,0
3,166
3,99
3,32
3,51
3,21
3,33
3,87
3,27
3,113
3,0
3,42
3,0
3,121
3,211
3,66
3,94
3,177
3,0
3,336
3,82
3,0
3,108
3,25
3,243
3,25
3,0
3,0
3,189
3,24
3,67
3,0
3,33
3,0
3,169
3,102
3,21
3,84
3,0
3,0
3,77
3,0
3,0
3,30
3,47
3,366
3,64
3,0
3,77
3,0
3,0
2,0
2,26
2,0
2,0
2,0
2,0
2,35
2,21
2,0
2,24
2,0
2,69
2,0
2,0
2,0
2,326
2,0
2,131
2,0
2,78
2,21
2,0
2,72
2,0
2,48
2,0
2,29
2,22
2,0
2,0
2,28
2,20
2,49
2,0
2,20
2,66
2,30
2,98
2,76
2,0
2,0
2,0
2,40
2,0
2,0
2,0
2,0
2,60
2,0
2,69
2,22
2,0
2,30
2,116
2,120
2,81
2,35
2,32
2,0
2,0
2,0
2,0
2,24
2,0
2,0
2,80
2,21
2,0
2,33
2,25
2,22
2,0
2,0
2,95
2,32
2,0
2,0
2,42
2,0
2,42
2,178
2,112
2,27
2,0
2,239
2,0
2,0
2,94
2,57
2,0
2,51
2,84
2,0
2,27
2,42
2,80
2,71
2,0
2,20
2,24
2,170
2,219
2,44
2,0
2,0
2,69
2,0
2,0
2,0
2,0
2,0
2,69
2,64
2,0
2,0
2,0
2,0
2,140
2,30
2,130
2,35
2,70
2,52
2,0
2,34
2,93
2,22
2,59
2,0
2,90
2,63
2,64
2,49
2,25
2,0
2,0
2,64
2,0
2,24
2,0
2,0
2,0
2,0
2,97
2,42
2,56
2,0
2,34
2,29
2,39
2,57
2,55
2,28
2,119
2,0
2,39
2,22
2,26
2,0
2,26
2,0
2,41
2,0
2,55
2,60
2,0
2,260
2,112
2,0
2,0
2,79
2,0
2,0
2,0
2,0
2,26
2,0
2,21
2,0
2,53
2,0
2,35
2,39
2,0
2,111
2,0
2,0
2,0
2,0
2,0
2,105
2,93
2,0
2,53
2,60
2,58
2,0
2,27
2,106
2,40
2,70
2,143
2,100
2,69
2,0
2,0
2,0
2,0
2,65
2,41
2,0
2,60
2,26
2,28
2,0
2,0
2,0
2,44
2,257
2,79
2,23
2,0
2,0
2,0
2,39
2,0
2,0
2,0
2,0
2,0
2,281
2,63
2,0
2,76
2,0
2,23
2,0
2,96
2,0
2,0
2,42
2,0
2,52
2,0
2,0
2,31
2,0
2,98
2,0
2,47
2,0
2,22
2,24
2,0
2,0
2,25
2,85
2,132
2,0
2,0
2,0
2,41
2,0
2,20
2,0
2,0
2,33
2,68
2,27
2,30
2,33
2,58
2,0
2,21
2,33
2,0
2,0
2,232
2,30
2,58
2,106
2,0
2,0
2,0
2,51
2,0
2,58
2,0
2,68
2,0
2,52
2,96
2,89
2,0
2,80
2,34
2,26
2,27
2,0
2,0
2,0
2,47
2,234
2,85
2,0
2,0
2,142
2,21
2,161
2,0
2,52
2,0
2,0
2,55
2,46
2,22
